state,state_abbrev,dataset,year,internet_at_home_pct,standard_error,variable,universe
Washington,WA,Aug 2000,2000,49.55,2.03,internetAtHome,Household reference person
Washington,WA,Sep 2001,2001,60.01,1.57,internetAtHome,Household reference person
Washington,WA,Oct 2003,2003,62.35,1.59,internetAtHome,Household reference person
Washington,WA,Oct 2007,2007,71.54,1.46,internetAtHome,Household reference person
Washington,WA,Oct 2009,2009,77.93,1.37,internetAtHome,Household reference person
Washington,WA,Oct 2010,2010,79.7,1.31,internetAtHome,Household reference person
Washington,WA,Jul 2011,2011,81.94,1.59,internetAtHome,Household reference person
Washington,WA,Oct 2012,2012,80.22,1.32,internetAtHome,Household reference person
Washington,WA,Jul 2013,2013,83.91,1.5,internetAtHome,Household reference person
Washington,WA,Jul 2015,2015,78.34,1.88,internetAtHome,Household reference person
Washington,WA,Nov 2017,2017,84.74,1.03,internetAtHome,Household reference person
Washington,WA,Nov 2019,2019,80.81,1.59,internetAtHome,Household reference person
Washington,WA,Nov 2021,2021,83.49,1.45,internetAtHome,Household reference person
Washington,WA,Nov 2023,2023,86.27,1.33,internetAtHome,Household reference person
West Virginia,WV,Dec 1998,1998,17.52,1.44,internetAtHome,Household reference person
West Virginia,WV,Aug 2000,2000,34.1,1.81,internetAtHome,Household reference person
West Virginia,WV,Sep 2001,2001,40.54,1.68,internetAtHome,Household reference person
West Virginia,WV,Oct 2003,2003,47.48,1.73,internetAtHome,Household reference person
West Virginia,WV,Oct 2007,2007,49.28,1.94,internetAtHome,Household reference person
West Virginia,WV,Oct 2009,2009,59.72,1.96,internetAtHome,Household reference person
West Virginia,WV,Oct 2010,2010,65.12,1.9,internetAtHome,Household reference person
West Virginia,WV,Jul 2011,2011,62.27,2.05,internetAtHome,Household reference person
West Virginia,WV,Oct 2012,2012,63.62,2.0,internetAtHome,Household reference person
West Virginia,WV,Jul 2013,2013,68.23,1.91,internetAtHome,Household reference person
West Virginia,WV,Jul 2015,2015,68.17,1.56,internetAtHome,Household reference person
West Virginia,WV,Nov 2017,2017,71.45,1.42,internetAtHome,Household reference person
West Virginia,WV,Nov 2019,2019,75.75,1.05,internetAtHome,Household reference person
West Virginia,WV,Nov 2021,2021,79.79,1.55,internetAtHome,Household reference person
West Virginia,WV,Nov 2023,2023,81.73,1.87,internetAtHome,Household reference person
Wisconsin,WI,Dec 1998,1998,25.11,1.67,internetAtHome,Household reference person
Wisconsin,WI,Aug 2000,2000,40.5,1.87,internetAtHome,Household reference person
Wisconsin,WI,Sep 2001,2001,49.91,1.53,internetAtHome,Household reference person
Wisconsin,WI,Oct 2003,2003,57.51,1.47,internetAtHome,Household reference person
Wisconsin,WI,Oct 2007,2007,64.98,1.47,internetAtHome,Household reference person
Wisconsin,WI,Oct 2009,2009,71.81,1.36,internetAtHome,Household reference person
Wisconsin,WI,Oct 2010,2010,73.69,1.33,internetAtHome,Household reference person
Wisconsin,WI,Jul 2011,2011,74.57,1.69,internetAtHome,Household reference person
Wisconsin,WI,Oct 2012,2012,74.31,1.82,internetAtHome,Household reference person
Wisconsin,WI,Jul 2013,2013,72.14,1.84,internetAtHome,Household reference person
Wisconsin,WI,Jul 2015,2015,81.51,1.53,internetAtHome,Household reference person
Wisconsin,WI,Nov 2017,2017,82.76,1.67,internetAtHome,Household reference person
Wisconsin,WI,Nov 2019,2019,79.63,1.61,internetAtHome,Household reference person
Wisconsin,WI,Nov 2021,2021,86.32,1.98,internetAtHome,Household reference person
Wisconsin,WI,Nov 2023,2023,89.76,1.26,internetAtHome,Household reference person
Wyoming,WY,Dec 1998,1998,24.33,1.73,internetAtHome,Household reference person
Wyoming,WY,Aug 2000,2000,44.08,1.96,internetAtHome,Household reference person
Wyoming,WY,Sep 2001,2001,51.22,1.75,internetAtHome,Household reference person
Wyoming,WY,Oct 2003,2003,57.91,1.79,internetAtHome,Household reference person
Wyoming,WY,Oct 2007,2007,61.86,1.86,internetAtHome,Household reference person
Wyoming,WY,Oct 2009,2009,69.79,1.71,internetAtHome,Household reference person
Wyoming,WY,Oct 2010,2010,74.4,1.63,internetAtHome,Household reference person
Wyoming,WY,Jul 2011,2011,74.12,1.45,internetAtHome,Household reference person
Wyoming,WY,Oct 2012,2012,76.11,2.05,internetAtHome,Household reference person
Wyoming,WY,Jul 2013,2013,77.86,1.76,internetAtHome,Household reference person
Wyoming,WY,Jul 2015,2015,75.56,1.83,internetAtHome,Household reference person
Wyoming,WY,Nov 2017,2017,80.93,2.08,internetAtHome,Household reference person
Wyoming,WY,Nov 2019,2019,76.17,2.42,internetAtHome,Household reference person
Wyoming,WY,Nov 2021,2021,79.02,2.14,internetAtHome,Household reference person
Wyoming,WY,Nov 2023,2023,88.03,1.19,internetAtHome,Household reference person
